StationID,StationName,StationNameEN,StationAltitude,StationLongitude,StationLatitude,CountyName,Location,StationStartDate,StationEndDate,status,Notes,OriginalStationID,NewStationID,測站
C0G950,防潮門,Fangchaomen,23.0,120.487100,24.183500,彰化縣,伸港鄉全興村西全路167巷111之1號,2022-12-26,,現存測站,,,,C0G950防潮門
C0G960,福寶,Fubao,5.0,120.381400,24.044300,彰化縣,福興鄉,2022-12-26,,現存測站,,,,C0G960福寶
C0G970,三豐,Sanfong,19.0,120.289500,23.882000,彰化縣,大城鄉三豐村和平路30之1號,2022-12-26,,現存測站,,,,C0G970三豐
C0H890,埔里,Puli,440.0,120.952425,23.972169,南投縣,埔里鎮大城里大城路169號(南投縣立大成國民中學內),2016-01-01,,現存測站,原大肚城(C1H890)站因擴充為氣象站，於2015/9/4升級為(C0H890)站，站名更變為埔里。,C1H890,,C0H890埔里
C0H950,中寮,Zhongliao,192.0,120.766406,23.884447,南投縣,中寮鄉復興村初中巷50號(中寮國中校園內),2011-11-01,2024-01-08,已撤銷,本站原為雨量站(C1H950)，於2011/11/1擴充為氣象站，變更站碼為(C0H950)。原氣象站(C0H950)，於2024/01/08氣象站改農業站(C2H950)。,C1H950,C2H950,C0H950中寮
C0H960,草屯,Caotun,120.0,120.680850,23.973672,南投縣,草屯鎮中山里草鞋墩1街8號(草屯鎮公所樓頂),2011-11-01,,現存測站,原(C1H960)站因擴充為氣象站，於2011/11/1升級為(C0H960)站。,C1H960,,C0H960草屯
C0H980,中興新村,Jhongsing Village,83.0,120.995089,23.936278,南投縣,南投市中興新村,1992-05-01,1996-01-10,已撤銷,,,,C0H980中興新村
C0H990,昆陽,Kunyang,3076.0,121.273642,24.121322,南投縣,仁愛鄉昆陽警察局後方下坡處(太魯閣國家公園)石碑後20公尺,1992-07-01,,現存測站,本站於2015/8/24起進行儀器汰換，並於2015/12/31完成驗收。,,,C0H990昆陽
C0H9A0,神木村,Shenmu Village,1595.0,120.843667,23.532742,南投縣,信義鄉神木村神木工作分站後方山坡上(對高岳營林區29林班地444號土地),1999-02-01,,現存測站,本站於2015/9/21起進行儀器汰換，並於2015/12/31完成驗收。,,,C0H9A0神木村
C0H9C0,合歡山,Hehuan Mountain,3402.0,121.272547,24.143442,南投縣,仁愛鄉(近合歡山三角點，由松雪樓開車約15分鐘，大甲溪事業區第81林班),2008-02-25,,現存測站,原(C0F950)站因縣市代碼不符，於2008/2/25重新編碼為(C0H9C0)站。,C0F950,,C0H9C0合歡山
C0I010,廬山,Lushan,1562.0,121.181808,24.033311,南投縣,仁愛鄉精英村富貴路67號前方200公尺(廬山電力公司瞭望台),1992-07-01,,現存測站,本站於2015/7/30起進行儀器汰換，並於2015/12/31完成驗收。,,,C0I010廬山
C0I080,信義,Xinyi,536.0,120.851036,23.689694,南投縣,信義鄉自強村綠美巷(內茅埔營林區23林班地),2016-01-01,,現存測站,原(C1I080)站因擴充為氣象站，於2015/9/22升級為(C0I080)站。,C1I080,,C0I080信義
C0I090,鳳凰,Fonghuang,910.0,120.787347,23.728081,南投縣,鹿谷鄉鳳凰鳥園旁,1992-07-01,2024-01-08,已撤銷,原氣象站(C0I090)，於2024/01/08氣象站改農業站(C2I090)。,,C2I090,C0I090鳳凰
C0I110,竹山,Zhushan,161.0,120.688156,23.761225,南投縣,竹山鎮延和里向學街32號(竹山國民小學內),1992-07-01,,現存測站,,,,C0I110竹山
C0I360,水里,Shuili,300.0,120.849792,23.812553,南投縣,水里鄉中山路一段515號(玉山國家公園管理處),2016-01-01,,現存測站,,,,C0I360水里
C0I370,魚池,Yuchi,671.0,120.941350,23.895703,南投縣,魚池鄉東池村魚池街194號(魚池鄉衛生所),2016-01-01,,現存測站,,,,C0I370魚池
C0I380,集集,Jiji,258.0,120.801467,23.828206,南投縣,集集鎮民生東路1號(農委會特有生物研究保育中心),2016-01-01,,現存測站,,,,C0I380集集
C0I390,仁愛,Ren'ai,1184.0,121.132206,24.022122,南投縣,仁愛鄉仁和路50號(台電公司仁愛服務所),2016-01-01,,現存測站,,,,C0I390仁愛
C0I410,名間,Mingjian,180.0,120.701447,23.837053,南投縣,名間鄉董門巷2號(名間鄉立體停車場),2016-01-01,,現存測站,,,,C0I410名間
C0I420,國姓,Guoxing,305.0,120.855072,24.037803,南投縣,國姓鄉民族街40號(國姓鄉老人文康活動中心),2016-01-01,,現存測站,,,,C0I420國姓
C0I460,南投,Nantou,110.0,120.687331,23.911469,南投縣,南投市龍泉里玉井街5號(南投市公所樓頂),2015-09-21,,現存測站,,,,C0I460南投
C0I480,梅峰,Meifeng,2165.0,121.173572,24.085272,南投縣,仁愛鄉大同村仁和路215號(梅峰農場),2016-01-01,,現存測站,,,,C0I480梅峰
C0I490,萬大林道,Wandalindao,1601.0,121.091411,23.928228,南投縣,仁愛鄉曲冰段(萬大林道約7.2k附近高地),2016-01-01,,現存測站,,,,C0I490萬大林道
C0I520,玉山風口,Yushanfengkou,3860.0,120.955994,23.470489,南投縣,信義鄉(玉山主峰往北峰叉路空地附近),2016-07-15,,現存測站,,,,C0I520玉山風口
C0I530,小奇萊,Xiaoqilai,3014.0,121.295717,24.131764,南投縣,仁愛鄉小奇萊步道指標1.5K處附近,2017-12-28,,現存測站,,,,C0I530小奇萊
C0I540,奇萊稜線,Qilailengxian,3344.0,121.326456,24.109231,南投縣,仁愛鄉奇萊連峰指標6.4K處(奇萊山屋附近),2017-12-28,,現存測站,,,,C0I540奇萊稜線
C0K240,草嶺,Caoling,1132.0,120.693461,23.595550,雲林縣,古坑鄉草嶺村龍頭,1992-07-01,2024-01-08,已撤銷,原氣象站(C0K240)，於2024/01/08氣象站改農業站(C2K240)。,,C2K240,C0K240草嶺
C0K250,崙背,Lunbei,12.0,120.318925,23.755550,雲林縣,崙背鄉阿勸村阿勸農場(阿勸段487號),2016-01-01,,現存測站,原(C1K250)站因擴充為氣象站，於2015/6/8升級為(C0K250)站。,C1K250,,C0K250崙背
C0K280,四湖,Sihu,23.0,120.227125,23.630414,雲林縣,四湖鄉湖西村中正路766號(四湖國民中學內),1993-03-01,,現存測站,本站於2015/7/18起進行儀器汰換，並於2015/12/31完成驗收。,,,C0K280四湖
C0K290,宜梧,Yiwu,3.0,120.172569,23.542158,雲林縣,口湖鄉口湖村191號木宜梧農場(口湖段下湖口425號),1993-03-01,2010-09-15,已撤銷,因觀測位置不佳，於2010/9/27更變為(C0K291)站。,,C0K291,C0K290宜梧
C0K291,宜梧,Yiwu,8.0,120.169329,23.536281,雲林縣,口湖鄉湖口村170號央廣口湖分台內(憲兵排樓頂),2010-09-27,,現存測站,原(C0K290)站因觀測位置不佳，於2010/9/27更變為(C0K291)站。於2015/7/1遷移至原址鄰近旁建物樓頂並進行儀器汰換。,C0K290,,C0K291宜梧
C0K300,大埔,Dapu,369.0,120.605289,23.641325,雲林縣,古坑鄉朝陽村北極殿旁,1993-03-01,2015-06-05,已撤銷,,,,C0K300大埔
C0K330,虎尾,Huwei,38.0,120.442036,23.719183,雲林縣,虎尾鎮林森路一段64號(中正國民小學內),1993-03-01,,現存測站,本站於2015/5/27起進行儀器汰換，並於2015/7/1完成驗收。,,,C0K330虎尾
C0K390,土庫,Tuku,31.0,120.395574,23.679029,雲林縣,土庫鎮建國路41號(土庫消防分隊),2015-07-03,,現存測站,,,,C0K390土庫
C0K400,斗六,Douliu,65.0,120.541127,23.720583,雲林縣,斗六市鎮北路345-1號(斗六消防分隊),2015-07-03,,現存測站,,,,C0K400斗六
C0K410,北港,Beigang,20.0,120.292802,23.573957,雲林縣,北港鎮大同路565號(北港消防分隊),2015-07-03,,現存測站,,,,C0K410北港
C0K420,西螺,Xiluo,42.0,120.467394,23.800407,雲林縣,西螺鎮公正路211號(西螺消防分隊),2015-07-03,,現存測站,,,,C0K420西螺
C0K430,褒忠,Baozhong,30.0,120.303634,23.690938,雲林縣,褒忠鄉中正路451號(褒忠鄉公所),2015-07-03,,現存測站,,,,C0K430褒忠
C0K440,二崙,Erlun,35.0,120.408944,23.772797,雲林縣,二崙鄉中正路80號(二崙消防分隊),2016-01-01,,現存測站,,,,C0K440二崙
C0K450,大埤,Dapi,35.0,120.431537,23.646074,雲林縣,大埤鄉中山路8號(大埤鄉公所),2015-07-03,,現存測站,,,,C0K450大埤
C0K460,斗南,Dounan,60.0,120.478359,23.678734,雲林縣,斗南鎮延平路二段266號(斗南鎮停一立體停車場),2015-07-03,,現存測站,,,,C0K460斗南
C0K470,林內,Linnei,97.0,120.609642,23.748675,雲林縣,林內鄉中正路685號(林內消防分隊),2016-01-01,,現存測站,,,,C0K470林內
C0K480,莿桐,Citong,56.0,120.502372,23.761192,雲林縣,莿桐鄉和平路53號(莿桐鄉公所),2016-01-01,,現存測站,,,,C0K480莿桐
C0K490,古坑,Gukeng,91.0,120.559754,23.654301,雲林縣,古坑鄉中山路393號(古坑消防分隊),2015-07-03,2021-12-23,已撤銷,,,,C0K490古坑
C0K500,元長,Yuanchang,12.0,120.315024,23.649810,雲林縣,元長鄉長南村仁愛街2號(元長鄉公所),2015-07-03,,現存測站,,,,C0K500元長
C0K510,水林,Shuilin,10.0,120.245970,23.572924,雲林縣,水林鄉水北村水林路12號(水林鄉公所),2015-07-03,,現存測站,,,,C0K510水林
C0K520,雲林東勢,Dongshi Yunlin County,10.0,120.154778,23.674449,雲林縣,東勢鄉東南村所前街3號(東勢鄉公所),2015-07-03,2022-03-08,已撤銷,,,,C0K520雲林東勢
C0K530,臺西,Taixi,12.0,120.197559,23.701547,雲林縣,台西鄉中山路110巷38號(臺西消防分隊),2015-07-03,,現存測站,,,,C0K530臺西
C0K550,蔦松,Niaosong,15.0,120.229736,23.514319,雲林縣,水林鄉松中村蔦松路213號(蔦松國小),2016-01-01,,現存測站,,,,C0K550蔦松
C0K560,棋山,Qishan,117.0,120.603417,23.686450,雲林縣,古坑鄉棋盤村棋山49號(棋山國小),2016-01-01,,現存測站,,,,C0K560棋山
C0K580,高鐵雲林,THSR Yunlin,26.0,120.417944,23.737456,雲林縣,虎尾鎮站前東路301號(高鐵雲林站外),2017-08-01,,現存測站,,,,C0K580高鐵雲林
C0K590,雲林東勢,"Dongshi, Yunlin County",18.0,120.255721,23.674192,雲林縣,東勢鄉東榮路29巷1號(東勢鄉圖書館樓頂),2022-03-22,,現存測站,,,,C0K590雲林東勢
C0K600,箔子寮,Bozihliao,14.0,120.140000,23.619700,雲林縣,口湖鄉漁港路370號,2022-12-26,,現存測站,,,,C0K600箔子寮
C0M410,馬頭山,Matoushan,245.0,120.582017,23.324361,嘉義縣,大埔鄉永樂村1鄰內灣仔2號,1988-12-01,2024-01-08,已撤銷,本站於2013/3/21 進行儀器汰換，並於2013/8/1完成驗收。原氣象站(C0M410)，於2024/01/08氣象站改農業站(C2M410)。,,C2M410,C0M410馬頭山
C0M520,東後寮,Donghouliao,15.0,120.248065,23.369908,嘉義縣,義竹鄉東光村7號(台糖東後寮農場),2015-07-03,,現存測站,原(C1M520)站因擴充為氣象站，於2015/7/1升級為(C0M520)站。,C1M520,,C0M520東後寮
C0M530,奮起湖,Fenqihu,1385.0,120.699253,23.493903,嘉義縣,竹崎鄉阿里山事業區148林班地(中興苗圃內),1993-03-01,,現存測站,本站於2015/7/7起進行儀器汰換，並於2015/12/31完成驗收。,,,C0M530奮起湖
C0M640,中埔,Zhongpu,155.0,120.522900,23.425380,嘉義縣,中埔鄉中埔村128號(中埔鄉公所),2015-07-03,,現存測站,,,,C0M640中埔
C0M650,朴子,Puzi,20.0,120.239020,23.434630,嘉義縣,朴子市竹村里36號(竹村國小),2015-07-03,,現存測站,,,,C0M650朴子
C0M660,溪口,Xikou,40.0,120.403569,23.604131,嘉義縣,溪口鄉中正東路103號(溪口國中學生活動中心),2015-07-03,,現存測站,,,,C0M660溪口
C0M670,大林,Dalin,43.0,120.458410,23.600616,嘉義縣,大林鎮新興街110號(大林地政事務所),2015-07-03,,現存測站,,,,C0M670大林
C0M680,太保,Taibao,37.0,120.331455,23.455062,嘉義縣,太保市太保里31號(太保市圖書館),2015-07-03,,現存測站,,,,C0M680太保
C0M690,水上,Shuishang,33.0,120.388909,23.419734,嘉義縣,水上鄉三鎮村三鎮路119號(水上消防分隊),2015-07-03,,現存測站,,,,C0M690水上
C0M700,竹崎,Zhuqi,150.0,120.555508,23.526178,嘉義縣,竹崎鄉竹崎村舊車站79號(竹崎消防分隊),2015-07-03,,現存測站,,,,C0M700竹崎
C0M710,東石,Dongshi,15.0,120.153850,23.458927,嘉義縣,東石鄉東石村3號(東石鄉公所),2015-07-03,,現存測站,,,,C0M710東石
C0M720,番路,Fanlu,225.0,120.554156,23.464657,嘉義縣,番路鄉下坑村蔡公店101號(番路鄉公所),2015-07-03,,現存測站,,,,C0M720番路
C0M730,嘉義市東區,Dongqu Chiayi City,40.0,120.460531,23.457673,嘉義市,親水路123 號(第五河川局水情中心),2015-07-03,,現存測站,,,,C0M730嘉義市東區
C0M740,六腳,Liujiao,15.0,120.290625,23.492871,嘉義縣,六腳鄉蒜頭村73-2號(六腳消防分隊),2015-07-03,,現存測站,,,,C0M740六腳
C0M750,布袋,Budai,10.0,120.167789,23.380878,嘉義縣,布袋鎮龍江里2-2號(布袋消防分隊),2015-07-03,,現存測站,,,,C0M750布袋
C0M760,民雄,Minxiong,40.0,120.428457,23.551754,嘉義縣,民雄鄉文化路7號(民雄鄉公所),2015-07-03,,現存測站,,,,C0M760民雄
C0M770,嘉義梅山,Meishan Chiayi County,164.0,120.555587,23.585398,嘉義縣,梅山鄉中山路282號(梅山鄉公所),2015-07-03,,現存測站,,,,C0M770嘉義梅山
C0M780,鹿草,Lucao,30.0,120.308350,23.411340,嘉義縣,鹿草鄉西井村287號(鹿草鄉公所),2015-07-03,,現存測站,,,,C0M780鹿草
C0M790,新港,Xingang,15.0,120.345728,23.553269,嘉義縣,新港鄉公園路28號(新港消防分隊),2015-07-03,,現存測站,,,,C0M790新港
C0M800,茶山,Chashan,440.0,120.664767,23.299075,嘉義縣,阿里山鄉茶山路62號之1(茶山村衛生室),2016-01-01,,現存測站,,,,C0M800茶山
C0M810,里佳,Lijia,1354.0,120.716647,23.389125,嘉義縣,阿里山鄉里佳村,2016-01-01,,現存測站,,,,C0M810里佳
C0M820,達邦,Dabang,980.0,120.749517,23.453994,嘉義縣,阿里山鄉達邦村21號(鄒族自然與文化中心),2016-01-01,,現存測站,,,,C0M820達邦
C0M830,山美,Shanmei,540.0,120.668217,23.383803,嘉義縣,阿里山鄉山美村(原阿里山鄉農會山美辦事處),2016-01-01,2020-03-19,已撤銷,,,,C0M830山美
C0M850,表湖,Biaohu,695.0,120.641660,23.241860,嘉義縣,大埔鄉溪頭段1地號,2018-02-14,,現存測站,,,,C0M850表湖
C0M860,新美,Shinmei,578.0,120.683169,23.338017,嘉義縣,嘉義縣阿里山鄉新美村78號,2020-03-31,,現存測站,,,,C0M860新美
C0M880,好美里,Haomeili,27.0,120.138000,23.336400,嘉義縣,布袋鎮好美里106號,2022-12-26,,現存測站,,,,C0M880好美里
C0N010,鯤鯓國小,Kunshen Elementary School,19.0,120.088900,23.187900,臺南市,將軍區6號,2022-12-26,,現存測站,,,,C0N010鯤鯓國小
C0N020,城西,Chengsi,27.0,120.095600,23.056800,臺南市,安南區城西街三段431號,2022-12-26,,現存測站,,,,C0N020城西
C0N030,四草,Sihtsao,2.0,120.111600,23.023500,臺南市,安南區,2022-12-26,,現存測站,,,,C0N030四草
C0N040,蘆竹溝,Lujhugou,22.0,120.096100,23.234400,臺南市,北門區蘆竹溝333之11號,2022-12-26,,現存測站,,,,C0N040蘆竹溝
C0N050,蚵寮,Eliao,37.0,120.110400,23.301000,臺南市,北門區保吉里雙春里8鄰73-20號,2022-12-26,,現存測站,,,,C0N050蚵寮
C0O810,曾文,Cengwen,161.0,120.497328,23.219681,臺南市,楠西區曾文新村(曾文水庫管理局內),1988-12-01,2024-01-08,已撤銷,本站於 2013/5/9 進行儀器汰換，並於2013/8/1完成驗收。原氣象站(C0O810)，於2024/01/08氣象站改農業站(C2O810)。,,C2O810,C0O810曾文
C0O830,北寮,Beiliao,127.0,120.495008,23.079561,臺南市,南化區北寮里48-4號,2013-04-18,,現存測站,原(C1O830)站因擴充為氣象站，於2013/4/18升級為(C0O830)站。,C1O830,,C0O830北寮
C0O840,王爺宮,Wangyegong,134.0,120.400850,23.222064,臺南市,六甲區王爺里24號（六甲國小湖東分校）,2013-12-01,,現存測站,原(C1O840)站因觀測條件不佳及擴充為氣象站，於2013/12/1升級為(C0O840)站。,C1O840,,C0O840王爺宮
C0O860,大內,Danei,38.0,120.360830,23.118850,臺南市,大內區74201大內里63號(大內國民小學),2013-08-01,,現存測站,原(C1O860)站因擴充為氣象站，於2013/8/1升級為(C0O860)站。,C1O860,,C0O860大內
C0O890,南化,Nanhua,167.0,120.488636,23.042672,臺南市,南化區,1992-05-01,1996-01-01,已撤銷,,,,C0O890南化
C0O900,善化,Shanhua,9.0,120.297219,23.112883,臺南市,善化區益民寮60號(亞洲蔬菜研究發展中心內),1988-12-01,,現存測站,本站於 2013/5/11 進行儀器汰換，並於2013/8/1完成驗收。,,,C0O900善化
C0O910,新營,Sinying,16.0,120.321508,23.292275,臺南市,柳營區73603太康里一號(太康段523-12號),1993-03-01,2015-06-04,已撤銷,,,,C0O910新營
C0O930,玉井,Yujing,69.0,120.460550,23.126042,臺南市,玉井區台灣糖業公司玉井糖廠,1988-12-01,2024-01-08,已撤銷,原氣象站(C0O930)，於2024/01/08氣象站改農業站(C2O930)。,,C2O930,C0O930玉井
C0O950,安南,Annan,4.0,120.144861,23.076694,臺南市,安南區公學路6段589號(學東國民小學內),2013-08-01,2024-01-08,已撤銷,原(C1O950)站因擴充為氣象站，於2013/8/1升級為(C0O950)站。原氣象站(C0O950)，於2024/01/08氣象站改農業站(C2O950)。,C1O950,C2O950,C0O950安南
C0O960,崎頂,Qiding,112.0,120.369317,22.959547,臺南市,龍崎區中坑里5鄰13號,2013-04-18,,現存測站,原(C1O960)站因擴充為氣象站，於2013/4/18升級為(C0O960)站。,C1O960,,C0O960崎頂
C0O970,虎頭埤,Hutoupi,71.0,120.347878,23.021375,臺南市,新化區口埤18號(新化分場),2013-08-01,,現存測站,原(C1O970)站因擴充為氣象站，於2013/8/1升級為(C0O970)站。,C1O970,,C0O970虎頭埤
C0O980,新市,Xinshi,18.0,120.298197,23.061614,臺南市,新市區永就里53號(番子寮農場),2013-08-01,,現存測站,原(C1O980)站因擴充為氣象站，於2013/8/1升級為(C0O980)站。,C1O980,,C0O980新市
C0O990,媽廟,Mamiao,18.0,120.293525,22.991750,臺南市,歸仁區中正北路3段60號(保西國民小學內),2013-12-01,,現存測站,原(C1O990)站因擴充為氣象站，於2013/12/1升級為(C0O990)站。,C1O990,,C0O990媽廟
C0R100,尾寮山,Weiliaoshan,1006.0,120.683889,22.833111,屏東縣,三地門鄉口社檢查站車程約2小時(尾寮山瞭望台旁),1992-05-01,,現存測站,本站於2013/10/10進行儀器汰換，並於2013/12/1完成驗收。,,,C0R100尾寮山
C0R130,阿禮,Ali,1040.0,120.743678,22.742908,屏東縣,霧台鄉(屏東事業區第46林班)由山地文化村開車約2小時需徒步轉波站前面,2013-08-01,,現存測站,原(C1R130)站因擴充為氣象站，於2013/8/1升級為(C0R130)站。,C1R130,,C0R130阿禮
C0R140,瑪家,Majia,740.0,120.686639,22.682903,屏東縣,瑪家鄉瑪家村4鄰24號(後山),2013-08-01,,現存測站,原(C1R140)站因擴充為氣象站，於2013/8/1升級為(C0R140)站。,C1R140,,C0R140瑪家
C0R150,三地門,Sandimen,105.0,120.639944,22.709889,屏東縣,內埔鄉水門村成功路83號(國立內埔高級農工職業學校內),1992-05-01,,現存測站,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,,C0R150三地門
C0R160,鹽埔,yanpuxinwei,45.0,120.530778,22.739558,屏東縣,屏東縣鹽埔鄉七份路21號(彭厝國小),2013-12-01,,現存測站,原(C1R160)站於2013/12/1變更為(C0R160)站。,C1R160,,C0R160鹽埔
C0R170,屏東,Pingdong,26.0,120.494072,22.660269,屏東縣,屏東市復興路245號(台灣糖業公司屏東區處場區內),2013-12-01,,現存測站,原(C1R170)站於2013/12/1變更為(C0R170)站。,C1R170,,C0R170屏東
C0R190,赤山,Chishan,32.0,120.614306,22.592333,屏東縣,萬巒鄉建興路40號（赤山國小）,2013-12-01,,現存測站,原(C1R190)站因觀測環境不佳，於2013/12/1遷移至(C0R190)站。,C1R190,,C0R190赤山
C0R220,潮州,Chaojhou,23.0,120.540000,22.534361,屏東縣,潮州鎮光春路290號(屏東縣立光春國民中學內),1992-05-01,,現存測站,本站於2013/9/10進行儀器汰換，並於2013/12/1完成驗收。,,,C0R220潮州
C0R240,來義,Laiyi,87.0,120.625111,22.527306,屏東縣,萬巒鄉新隆路64號萬巒農場（佳佐段180號）,2013-12-01,,現存測站,原(C1R240)站因擴充為氣象站，於2013/12/1升級為(C0R240)站。,C1R240,,C0R240來義
C0R260,春日,Chunri,76.0,120.628306,22.370361,屏東縣,春日鄉鄉公所資源回收場旁,2013-12-01,,現存測站,原(C1R260)站因擴充為氣象站，於2013/12/1升級為(C0R260)站。,C1R260,,C0R260春日
C0R270,琉球嶼,Liouciouyu,51.0,120.362236,22.332244,屏東縣,琉球鄉天台段596及597地號,1997-07-01,,現存測站,本站於2013/9/26進行儀器汰換，並於2013/12/1完成驗收。,,,C0R270琉球嶼
C0R280,檳榔,Binlang,242.0,120.836777,22.076078,屏東縣,滿州鄉長樂村大公路14號(往南仁山方向),1997-07-01,,現存測站,本站於2019/09/19進行儀器汰換，於2019/11/28完成驗收。,,,C0R280檳榔
C0R320,車城,Checheng,7.0,120.716247,22.074400,屏東縣,車城鄉福興村中山路66號(車城國小),2019-11-28,,現存測站,因擴充氣象站，原氣象站(C1R320)，於2019/11/28升級為氣象站，變更站碼為(C0R320)。,C1R320,,C0R320車城
C0R340,牡丹,Mudan,285.0,120.837761,22.192403,屏東縣,牡丹鄉牡丹國民小學,1997-07-01,1999-04-12,已撤銷,原(C0R340)站於1999/4/12變更為(C1R340)站。,,C1R340,C0R340牡丹
C0R341,牡丹,Mudan,230.0,120.792639,22.130036,屏東縣,199縣道23K-23.5K間車城往旭海方向之右側,2019-11-28,,現存測站,因擴充氣象站，原氣象站(C1R340)，於2019/11/28升級為氣象站，變更站碼為(C0R341)。,C1R340,,C0R341牡丹
C0R350,貓鼻頭,Maobitou,35.0,120.735800,21.921774,屏東縣,恆春鎮(貓鼻頭風景區內),1997-07-01,,現存測站,本站於2019/08/30進行儀器汰換，於2019/11/28完成驗收。,,,C0R350貓鼻頭
C0R360,墾丁,Kenting,20.0,120.802239,21.945631,屏東縣,恆春鎮墾丁里牧場路1號(畜產試驗所恆春分所內),1997-07-01,2019-09-04,已撤銷,,,,C0R360墾丁
C0R370,佳樂水,Jialeshuei,55.0,120.844567,21.991953,屏東縣,滿州鄉港口村茶山路14號(佳樂山林務局工作站內),1997-07-01,2019-09-05,已撤銷,,,,C0R370佳樂水
C0R380,枋寮,Fangliao,2.0,120.589639,22.369425,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國民小學操場旁),1997-07-01,2019-08-15,已撤銷,,,,C0R380枋寮
C0R400,楓港,Fongkung,15.0,120.692725,22.190197,屏東縣,枋山鄉善餘村光復路24號(楓港國民小學操場旁),1997-07-01,2019-08-16,已撤銷,,,,C0R400楓港
C0R420,牡丹池山,Mudanchihshan,504.0,120.840556,22.167792,屏東縣,牡丹鄉電信轉播臺旁步行約3分鐘(恆春事業區21林班地),1999-04-15,2020-01-16,已撤銷,,,,C0R420牡丹池山
C0R430,東港,Donggang,31.0,120.441692,22.464914,屏東縣,東港鎮豐漁街66號(國立東港高級海事水產職業學校),2009-01-01,2018-07-31,已撤銷,本站於2013/6/18 進行儀器汰換，並於2013/8/1完成驗收。,,,C0R430東港
C0R440,大漢山,Dahanshan,1654.0,120.753181,22.405264,屏東縣,春日鄉大漢山頂,2019-11-28,,現存測站,因擴充氣象站，原氣象站(C1R440)，於2019/11/28升級為氣象站，變更站碼為(C0R440)。,C1R440,,C0R440大漢山
C0R470,高樹,Gaoshu,103.0,120.600806,22.826389,屏東縣,高樹鄉興中路330號(高樹圖書館),2013-08-01,,現存測站,,,,C0R470高樹
C0R480,長治,Changzhi,57.0,120.542622,22.693128,屏東縣,長治鄉德成村中興路572-1號(長治消防分隊),2013-08-01,,現存測站,,,,C0R480長治
C0R490,九如,Jiuru,49.0,120.490503,22.740500,屏東縣,九如鄉九如路二段416號(九如鄉公所),2013-08-01,,現存測站,,,,C0R490九如
C0R500,竹田,Zhutian,32.0,120.544008,22.584917,屏東縣,竹田鄉中正路123號(竹田鄉公所),2013-08-01,2018-08-02,已撤銷,,,,C0R500竹田
C0R510,萬丹,WanDan,31.0,120.490394,22.587775,屏東縣,萬丹鄉萬安村和平東路69號(萬丹消防分隊),2013-08-01,2023-02-15,已撤銷,原(C0R510)站因移位，於2023/03/14變更為(C0R930)站。,,C0R930,C0R510萬丹
C0R520,崁頂,Kanding,18.0,120.506914,22.514781,屏東縣,崁頂鄉崁頂村興農路29-10號(崁頂消防分隊),2013-08-01,,現存測站,,,,C0R520崁頂
C0R530,林邊,Linbian,16.0,120.509983,22.430836,屏東縣,林邊鄉光林村和平路45號(林邊鄉衛生所),2013-08-01,2022-06-27,已撤銷,,,,C0R530林邊
C0R540,佳冬,Jiadong,17.0,120.552375,22.419456,屏東縣,佳冬鄉佳昌路2號(佳冬鄉公所),2013-08-01,,現存測站,,,,C0R540佳冬
C0R550,新埤,Xinpi,38.0,120.582894,22.467947,屏東縣,新埤鄉民眾路103號(新埤消防分隊),2013-08-01,,現存測站,,,,C0R550新埤
C0R560,新園,Xinyuan,22.0,120.461558,22.543400,屏東縣,新園鄉仙吉村店口路116號(新園消防分隊),2013-08-01,,現存測站,,,,C0R560新園
C0R570,麟洛,Linluo,37.0,120.527190,22.650780,屏東縣,麟洛鄉中山路158號(麟洛鄉公所),2013-12-01,,現存測站,,,,C0R570麟洛
C0R580,南州,Nanzhou,10.0,120.502740,22.485910,屏東縣,南州鄉溪南村人和路241號(南州消防分隊),2013-08-01,,現存測站,,,,C0R580南州
C0R590,里港,Ligang,72.0,120.494590,22.779190,屏東縣,里港鄉永春村中山路104號(里港鄉公所),2013-08-01,,現存測站,,,,C0R590里港
C0R600,舊泰武,Jiutaiwu,766.0,120.664944,22.588194,屏東縣,泰武鄉泰武村良武巷101號(舊泰武村老人活動中心),2013-12-01,,現存測站,,,,C0R600舊泰武
C0R620,墾雷,Kenlei,34.0,120.855269,21.900836,屏東縣,恆春鎮燈塔路51巷33號(氣象署墾丁雷達站區內),2016-06-22,,現存測站,本站於2019/08/31進行儀器汰換，於2019/11/28完成驗收。,,,C0R620墾雷
C0R640,東港,Donggang,21.0,120.440740,22.462470,屏東縣,東港鎮豐漁里豐漁街67號（水產試驗所東港生技研究中心）,2018-08-11,,現存測站,,,,C0R640東港
C0R650,竹田,Zhutian,29.0,120.543440,22.584860,屏東縣,竹田鄉中正路123號(竹田鄉公所清潔隊),2018-08-11,,現存測站,,,,C0R650竹田
C0R660,枋寮,Fangliao,20.0,120.590647,22.367722,屏東縣,枋寮鄉枋寮村德興路197號(枋寮國小),2019-11-28,,現存測站,,,,C0R660枋寮
C0R670,楓港,Fenggang,26.0,120.692156,22.190131,屏東縣,枋山鄉善餘村光復路24號(楓港國小),2019-11-28,,現存測站,,,,C0R670楓港
C0R680,佳樂水,Jialeshui,13.0,120.861633,21.993578,屏東縣,滿州鄉佳樂水風景區內,2019-11-28,,現存測站,,,,C0R680佳樂水
